Type,School Year,County,District,School,Agency Name,FRL Percentage,DataAsOf 
SC,20132014,55,0145,002,WAVERLY MIDDLE SCHOOL,0.2162,07/07/2014
SC,20142015,55,0145,002,WAVERLY MIDDLE SCHOOL,0.2047,06/23/2015
SC,20152016,55,0145,002,WAVERLY MIDDLE SCHOOL,0.1996,12/12/2016
SC,20012002,55,0145,003,ELEMENTARY SCHOOL AT EAGLE,0.1538,11/09/2012
SC,20022003,55,0145,003,ELEMENTARY SCHOOL AT EAGLE,0.1909,11/09/2012
SC,20032004,55,0145,003,ELEMENTARY SCHOOL AT EAGLE,0.1696,11/09/2012
SC,20042005,55,0145,003,ELEMENTARY SCHOOL AT EAGLE,0.1753,11/09/2012
SC,20052006,55,0145,003,ELEMENTARY SCHOOL AT EAGLE,0.1894,11/09/2012
SC,20062007,55,0145,003,ELEMENTARY SCHOOL AT EAGLE,0.2133,11/09/2012
SC,20072008,55,0145,003,ELEMENTARY SCHOOL AT EAGLE,0.1926,11/09/2012
SC,20082009,55,0145,003,ELEMENTARY SCHOOL AT EAGLE,0.1423,11/09/2012
SC,20092010,55,0145,003,ELEMENTARY SCHOOL AT EAGLE,0.2055,11/09/2012
SC,20102011,55,0145,003,ELEMENTARY SCHOOL AT EAGLE,0.1946,11/09/2012
SC,20112012,55,0145,003,ELEMENTARY SCHOOL AT EAGLE,0.2411,11/09/2012
SC,20122013,55,0145,003,EAGLE ELEMENTARY SCHOOL,0.2395,09/10/2013
SC,20132014,55,0145,003,EAGLE ELEMENTARY SCHOOL,0.2000,07/07/2014
SC,20142015,55,0145,003,EAGLE ELEMENTARY SCHOOL,0.2015,06/23/2015
SC,20152016,55,0145,003,EAGLE ELEMENTARY SCHOOL,0.1824,12/12/2016
SC,20012002,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1722,11/09/2012
SC,20022003,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1449,11/09/2012
SC,20032004,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1996,11/09/2012
SC,20042005,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1883,11/09/2012
SC,20052006,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1739,11/09/2012
SC,20062007,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1966,11/09/2012
SC,20072008,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1615,11/09/2012
SC,20082009,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1107,11/09/2012
SC,20092010,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1581,11/09/2012
SC,20102011,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1701,11/09/2012
SC,20112012,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1884,11/09/2012
SC,20122013,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1931,09/10/2013
SC,20132014,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1335,07/07/2014
SC,20142015,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1235,06/23/2015
SC,20152016,55,0145,004,EVELYN HAMLOW ELEMENTARY,0.1424,12/12/2016
SC,20012002,55,0145,005,DEVELOPMENTAL PRE-SCHOOL,-1.0000,11/09/2012
SC,20022003,55,0145,005,DEVELOPMENTAL PRE-SCHOOL,-1.0000,11/09/2012
SC,20032004,55,0145,005,DEVELOPMENTAL PRE-SCHOOL,-1.0000,11/09/2012
SC,20042005,55,0145,005,DEVELOPMENTAL PRE-SCHOOL,-1.0000,11/09/2012
SC,20052006,55,0145,005,DEVELOPMENTAL PRE-SCHOOL,-1.0000,11/09/2012
SC,20072008,55,0145,006,WAVERLY INTERMEDIATE SCHOOL,0.1985,11/09/2012
SC,20082009,55,0145,006,WAVERLY INTERMEDIATE SCHOOL,0.1903,11/09/2012
SC,20092010,55,0145,006,WAVERLY INTERMEDIATE SCHOOL,0.1891,11/09/2012
SC,20102011,55,0145,006,WAVERLY INTERMEDIATE SCHOOL,0.1783,11/09/2012
SC,20112012,55,0145,006,WAVERLY INTERMEDIATE SCHOOL,0.1866,11/09/2012
SC,20122013,55,0145,006,WAVERLY INTERMEDIATE SCHOOL,0.2148,09/10/2013
SC,20132014,55,0145,006,WAVERLY INTERMEDIATE SCHOOL,0.2219,07/07/2014
SC,20142015,55,0145,006,WAVERLY INTERMEDIATE SCHOOL,0.2073,06/23/2015
SC,20152016,55,0145,006,WAVERLY INTERMEDIATE SCHOOL,0.1564,12/12/2016
DI,20012002,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1047,11/09/2012
DI,20022003,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1031,11/09/2012
DI,20032004,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1079,11/09/2012
DI,20042005,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1157,11/09/2012
DI,20052006,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1199,11/09/2012
DI,20062007,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1143,11/09/2012
DI,20072008,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1488,11/09/2012
DI,20082009,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1132,11/09/2012
DI,20092010,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1414,11/09/2012
DI,20102011,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1322,11/09/2012
DI,20112012,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1482,11/09/2012
DI,20122013,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1179,09/10/2013
DI,20132014,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1043,07/07/2014
DI,20142015,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1163,06/23/2015
DI,20152016,55,0148,000,MALCOLM PUBLIC SCHOOLS,0.1078,12/12/2016
SC,20012002,55,0148,001,MALCOLM HIGH SCHOOL,0.1195,11/09/2012
SC,20022003,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1179,11/09/2012
SC,20032004,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1239,11/09/2012
SC,20042005,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1159,11/09/2012
SC,20052006,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.0948,11/09/2012
SC,20062007,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1050,11/09/2012
SC,20072008,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1268,11/09/2012
SC,20082009,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1250,11/09/2012
SC,20092010,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1613,11/09/2012
SC,20102011,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1525,11/09/2012
SC,20112012,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1521,11/09/2012
SC,20122013,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1293,09/10/2013
SC,20132014,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1036,07/07/2014
SC,20142015,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1218,06/23/2015
SC,20152016,55,0148,001,MALCOLM JR/SR HIGH SCHOOL,0.1167,12/12/2016
SC,20012002,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.0966,11/09/2012
SC,20022003,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.0876,11/09/2012
SC,20032004,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.0909,11/09/2012
SC,20042005,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.1156,11/09/2012
SC,20052006,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.1476,11/09/2012
SC,20062007,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.1283,11/09/2012
SC,20072008,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.1661,11/09/2012
SC,20082009,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.1043,11/09/2012
SC,20092010,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.1250,11/09/2012
SC,20102011,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.1149,11/09/2012
SC,20112012,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.1450,11/09/2012
SC,20122013,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.1077,09/10/2013
SC,20132014,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.1051,07/07/2014
SC,20142015,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.1115,06/23/2015
SC,20152016,55,0148,002,MALCOLM ELEMENTARY SCHOOL,0.0993,12/12/2016
SC,20062007,55,0148,003,OAK VALLEY ELEMENTARY SCHOOL,-1.0000,11/09/2012
DI,20012002,55,0152,000,ROKEBY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20022003,55,0152,000,ROKEBY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20032004,55,0152,000,ROKEBY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20042005,55,0152,000,ROKEBY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20052006,55,0152,000,ROKEBY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20012002,55,0152,001,ROKEBY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20022003,55,0152,001,ROKEBY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20032004,55,0152,001,ROKEBY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20042005,55,0152,001,ROKEBY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20052006,55,0152,001,ROKEBY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20012002,55,0153,000,CHENEY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20022003,55,0153,000,CHENEY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20032004,55,0153,000,CHENEY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20042005,55,0153,000,CHENEY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20052006,55,0153,000,CHENEY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20012002,55,0153,001,CHENEY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20022003,55,0153,001,CHENEY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20032004,55,0153,001,CHENEY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20042005,55,0153,001,CHENEY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20052006,55,0153,001,CHENEY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20012002,55,0158,000,OLIVE BRANCH PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20022003,55,0158,000,OLIVE BRANCH PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20032004,55,0158,000,OLIVE BRANCH PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20042005,55,0158,000,OLIVE BRANCH PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20052006,55,0158,000,OLIVE BRANCH PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20012002,55,0158,001,OLIVE BRANCH PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20022003,55,0158,001,OLIVE BRANCH PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20032004,55,0158,001,OLIVE BRANCH PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20042005,55,0158,001,OLIVE BRANCH PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20052006,55,0158,001,OLIVE BRANCH PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20012002,55,0160,000,NORRIS SCHOOL DIST 160,0.0734,11/09/2012
DI,20022003,55,0160,000,NORRIS SCHOOL DIST 160,0.0934,11/09/2012
DI,20032004,55,0160,000,NORRIS SCHOOL DIST 160,0.0929,11/09/2012
DI,20042005,55,0160,000,NORRIS SCHOOL DIST 160,0.0807,11/09/2012
DI,20052006,55,0160,000,NORRIS SCHOOL DIST 160,0.0897,11/09/2012
DI,20062007,55,0160,000,NORRIS SCHOOL DIST 160,0.0799,11/09/2012
DI,20072008,55,0160,000,NORRIS SCHOOL DIST 160,0.0906,11/09/2012
DI,20082009,55,0160,000,NORRIS SCHOOL DIST 160,0.0866,11/09/2012
DI,20092010,55,0160,000,NORRIS SCHOOL DIST 160,0.1190,11/09/2012
DI,20102011,55,0160,000,NORRIS SCHOOL DIST 160,0.1445,11/09/2012
DI,20112012,55,0160,000,NORRIS SCHOOL DIST 160,0.1339,11/09/2012
DI,20122013,55,0160,000,NORRIS SCHOOL DIST 160,0.1450,09/10/2013
DI,20132014,55,0160,000,NORRIS SCHOOL DIST 160,0.1253,07/07/2014
DI,20142015,55,0160,000,NORRIS SCHOOL DIST 160,0.1120,06/23/2015
DI,20152016,55,0160,000,NORRIS SCHOOL DIST 160,0.1196,12/12/2016
SC,20012002,55,0160,001,NORRIS HIGH SCHOOL,0.0711,11/09/2012
SC,20022003,55,0160,001,NORRIS HIGH SCHOOL,0.0996,11/09/2012
SC,20032004,55,0160,001,NORRIS HIGH SCHOOL,0.1144,11/09/2012
SC,20042005,55,0160,001,NORRIS HIGH SCHOOL,0.0667,11/09/2012
SC,20052006,55,0160,001,NORRIS HIGH SCHOOL,0.0780,11/09/2012
SC,20062007,55,0160,001,NORRIS HIGH SCHOOL,0.0747,11/09/2012
SC,20072008,55,0160,001,NORRIS HIGH SCHOOL,0.0791,11/09/2012
SC,20082009,55,0160,001,NORRIS HIGH SCHOOL,0.0681,11/09/2012
SC,20092010,55,0160,001,NORRIS HIGH SCHOOL,0.0903,11/09/2012
SC,20102011,55,0160,001,NORRIS HIGH SCHOOL,0.1028,11/09/2012
SC,20112012,55,0160,001,NORRIS HIGH SCHOOL,0.0895,11/09/2012
SC,20122013,55,0160,001,NORRIS HIGH SCHOOL,0.1097,09/10/2013
SC,20132014,55,0160,001,NORRIS HIGH SCHOOL,0.1014,07/07/2014
SC,20142015,55,0160,001,NORRIS HIGH SCHOOL,0.1095,06/23/2015
SC,20152016,55,0160,001,NORRIS HIGH SCHOOL,0.1287,12/12/2016
SC,20012002,55,0160,002,MIDDLE SCHOOL AT FIRTH,0.0659,11/09/2012
SC,20022003,55,0160,002,MIDDLE SCHOOL AT FIRTH,0.1330,11/09/2012
SC,20032004,55,0160,002,MIDDLE SCHOOL AT FIRTH,0.1012,11/09/2012
SC,20042005,55,0160,002,MIDDLE SCHOOL AT FIRTH,0.0931,11/09/2012
SC,20052006,55,0160,002,NORRIS MIDDLE SCHOOL,0.0845,11/09/2012
SC,20062007,55,0160,002,NORRIS MIDDLE SCHOOL,0.0793,11/09/2012
SC,20072008,55,0160,002,NORRIS MIDDLE SCHOOL,0.0832,11/09/2012
SC,20082009,55,0160,002,NORRIS MIDDLE SCHOOL,0.0862,11/09/2012
SC,20092010,55,0160,002,NORRIS MIDDLE SCHOOL,0.1231,11/09/2012
SC,20102011,55,0160,002,NORRIS MIDDLE SCHOOL,0.1649,11/09/2012
SC,20112012,55,0160,002,NORRIS MIDDLE SCHOOL,0.1559,11/09/2012
SC,20122013,55,0160,002,NORRIS MIDDLE SCHOOL,0.1713,09/10/2013
SC,20132014,55,0160,002,NORRIS MIDDLE SCHOOL,0.1492,07/07/2014
SC,20142015,55,0160,002,NORRIS MIDDLE SCHOOL,0.1295,06/23/2015
SC,20152016,55,0160,002,NORRIS MIDDLE SCHOOL,0.1288,12/12/2016
SC,20012002,55,0160,003,ELEMENTARY SCHOOL AT FIRTH,0.0792,11/09/2012
SC,20022003,55,0160,003,ELEMENTARY SCHOOL AT FIRTH,0.0652,11/09/2012
SC,20032004,55,0160,003,ELEMENTARY SCHOOL AT FIRTH,0.0719,11/09/2012
SC,20042005,55,0160,003,ELEMENTARY SCHOOL AT FIRTH,0.0838,11/09/2012
SC,20052006,55,0160,003,NORRIS ELEMENTARY SCHOOL,0.1012,11/09/2012
SC,20062007,55,0160,003,NORRIS ELEMENTARY SCHOOL,0.0845,11/09/2012
SC,20072008,55,0160,003,NORRIS ELEMENTARY SCHOOL,0.1055,11/09/2012
SC,20082009,55,0160,003,NORRIS ELEMENTARY SCHOOL,0.1020,11/09/2012
SC,20092010,55,0160,003,NORRIS ELEMENTARY SCHOOL,0.1386,11/09/2012
SC,20102011,55,0160,003,NORRIS ELEMENTARY SCHOOL,0.1623,11/09/2012
SC,20112012,55,0160,003,NORRIS ELEMENTARY SCHOOL,0.1522,11/09/2012
SC,20122013,55,0160,003,NORRIS ELEMENTARY SCHOOL,0.1506,09/10/2013
SC,20132014,55,0160,003,NORRIS ELEMENTARY SCHOOL,0.1117,07/07/2014
SC,20142015,55,0160,003,NORRIS ELEMENTARY SCHOOL,0.0888,06/23/2015
SC,20152016,55,0160,003,NORRIS ELEMENTARY SCHOOL,0.1003,12/12/2016
SC,20132014,55,0160,004,NORRIS INTERMEDIATE SCHOOL,0.1485,07/07/2014
SC,20142015,55,0160,004,NORRIS INTERMEDIATE SCHOOL,0.1245,06/23/2015
SC,20152016,55,0160,004,NORRIS INTERMEDIATE SCHOOL,0.1204,12/12/2016
DI,20012002,55,0161,000,RAYMOND CENTRAL SCHOOLS,0.1746,11/09/2012
DI,20022003,55,0161,000,RAYMOND CENTRAL SCHOOLS,0.1528,11/09/2012
DI,20032004,55,0161,000,RAYMOND CENTRAL SCHOOLS,0.1474,11/09/2012
DI,20042005,55,0161,000,RAYMOND CENTRAL SCHOOLS,0.1456,11/09/2012
DI,20052006,55,0161,000,RAYMOND CENTRAL SCHOOLS,0.1586,11/09/2012
DI,20062007,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,0.1496,11/09/2012
DI,20072008,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,0.1455,11/09/2012
DI,20082009,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,0.1446,11/09/2012
DI,20092010,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,0.1702,11/09/2012
DI,20102011,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,0.1887,11/09/2012
DI,20112012,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,0.1648,11/09/2012
DI,20122013,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,0.1888,09/10/2013
DI,20132014,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,0.1972,07/07/2014
DI,20142015,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,0.1928,06/23/2015
DI,20152016,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,0.1783,12/12/2016
SC,20012002,55,0161,001,SECONDARY SCH AT RAYMOND,0.1628,11/09/2012
SC,20022003,55,0161,001,SECONDARY SCH AT RAYMOND,0.1603,11/09/2012
SC,20032004,55,0161,001,SECONDARY SCH AT RAYMOND,0.1421,11/09/2012
SC,20042005,55,0161,001,SECONDARY SCH AT RAYMOND,0.1200,11/09/2012
SC,20052006,55,0161,001,SECONDARY SCH AT RAYMOND,0.1304,11/09/2012
SC,20062007,55,0161,001,SECONDARY SCH AT RAYMOND,0.1538,11/09/2012
SC,20072008,55,0161,001,SECONDARY SCH AT RAYMOND,0.1350,11/09/2012
SC,20082009,55,0161,001,SECONDARY SCH AT RAYMOND,0.1407,11/09/2012
SC,20092010,55,0161,001,SECONDARY SCH AT RAYMOND,0.1546,11/09/2012
SC,20102011,55,0161,001,SECONDARY SCH AT RAYMOND,0.1854,11/09/2012
SC,20112012,55,0161,001,SECONDARY SCH AT RAYMOND,0.1572,11/09/2012
SC,20122013,55,0161,001,SECONDARY SCH AT RAYMOND,0.1597,09/10/2013
SC,20132014,55,0161,001,SECONDARY SCH AT RAYMOND,0.1965,07/07/2014
SC,20142015,55,0161,001,SECONDARY SCH AT RAYMOND,0.1733,06/23/2015
SC,20152016,55,0161,001,SECONDARY SCH AT RAYMOND,0.1498,12/12/2016
SC,20012002,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.1811,11/09/2012
SC,20022003,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.1488,11/09/2012
SC,20032004,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.1727,11/09/2012
SC,20042005,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.1852,11/09/2012
SC,20052006,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.1789,11/09/2012
SC,20062007,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.1587,11/09/2012
SC,20072008,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.1832,11/09/2012
SC,20082009,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.1884,11/09/2012
SC,20092010,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.1946,11/09/2012
SC,20102011,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.1679,11/09/2012
SC,20112012,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.1642,11/09/2012
SC,20122013,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.2143,09/10/2013
SC,20132014,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.2650,07/07/2014
SC,20142015,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.2137,06/23/2015
SC,20152016,55,0161,002,ELEMENTARY SCHOOL AT CERESCO,0.2250,12/12/2016
SC,20012002,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.1907,11/09/2012
SC,20022003,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.1422,11/09/2012
SC,20032004,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.1435,11/09/2012
SC,20042005,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.1667,11/09/2012
SC,20052006,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.1925,11/09/2012
SC,20062007,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.1384,11/09/2012
SC,20072008,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.1379,11/09/2012
SC,20082009,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.1198,11/09/2012
SC,20092010,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.1774,11/09/2012
SC,20102011,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.2099,11/09/2012
SC,20112012,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.1778,11/09/2012
SC,20122013,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.2190,09/10/2013
SC,20132014,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.1691,07/07/2014
SC,20142015,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.2158,06/23/2015
SC,20152016,55,0161,003,ELEMENTARY SCH AT VALPARAISO,0.2147,12/12/2016
SC,20122013,55,0161,004,INTERMEDIATE SCHOOL AT VALPARAISO,0.2157,09/10/2013
SC,20132014,55,0161,004,INTERMEDIATE SCHOOL AT VALPARAISO,-1.0000,07/07/2014
SC,20142015,55,0161,004,INTERMEDIATE SCHOOL AT VALPARAISO,-1.0000,06/23/2015
SC,20152016,55,0161,004,INTERMEDIATE SCHOOL AT VALPARAISO,-1.0000,12/12/2016
DI,20012002,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.3688,11/09/2012
DI,20022003,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.3569,11/09/2012
DI,20032004,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.3515,11/09/2012
DI,20042005,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.3854,11/09/2012
DI,20052006,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.3337,11/09/2012
DI,20062007,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.3398,11/09/2012
DI,20072008,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.3501,11/09/2012
DI,20082009,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.3593,11/09/2012
DI,20092010,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.4129,11/09/2012
DI,20102011,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.4339,11/09/2012
DI,20112012,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.4216,11/09/2012
DI,20122013,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.4246,09/10/2013
DI,20132014,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.4345,07/07/2014
DI,20142015,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.4558,06/23/2015
DI,20152016,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.4319,12/12/2016
SC,20012002,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.2827,11/09/2012
SC,20022003,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.2664,11/09/2012
SC,20032004,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.2200,11/09/2012
SC,20042005,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.2908,11/09/2012
SC,20052006,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.2235,11/09/2012
SC,20062007,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.2554,11/09/2012
SC,20072008,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.2631,11/09/2012
SC,20082009,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.2622,11/09/2012
SC,20092010,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.2943,11/09/2012
SC,20102011,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.3389,11/09/2012
SC,20112012,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.3238,11/09/2012
SC,20122013,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.3401,09/10/2013
SC,20132014,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.3556,07/07/2014
SC,20142015,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.3900,06/23/2015
SC,20152016,56,0001,001,NORTH PLATTE HIGH SCHOOL,0.3465,12/12/2016
SC,20012002,56,0001,002,ADAMS MIDDLE SCHOOL,0.2821,11/09/2012
SC,20022003,56,0001,002,ADAMS MIDDLE SCHOOL,0.3168,11/09/2012
SC,20032004,56,0001,002,ADAMS MIDDLE SCHOOL,0.3094,11/09/2012
SC,20042005,56,0001,002,ADAMS MIDDLE SCHOOL,0.3155,11/09/2012
SC,20052006,56,0001,002,ADAMS MIDDLE SCHOOL,0.2574,11/09/2012
SC,20062007,56,0001,002,ADAMS MIDDLE SCHOOL,0.2780,11/09/2012
SC,20072008,56,0001,002,ADAMS MIDDLE SCHOOL,0.2882,11/09/2012
SC,20082009,56,0001,002,ADAMS MIDDLE SCHOOL,0.3034,11/09/2012
SC,20092010,56,0001,002,ADAMS MIDDLE SCHOOL,0.3333,11/09/2012
SC,20102011,56,0001,002,ADAMS MIDDLE SCHOOL,0.3354,11/09/2012
SC,20112012,56,0001,002,ADAMS MIDDLE SCHOOL,0.3436,11/09/2012
SC,20122013,56,0001,002,ADAMS MIDDLE SCHOOL,0.3552,09/10/2013
SC,20132014,56,0001,002,ADAMS MIDDLE SCHOOL,0.3616,07/07/2014
SC,20142015,56,0001,002,ADAMS MIDDLE SCHOOL,0.3454,06/23/2015
SC,20152016,56,0001,002,ADAMS MIDDLE SCHOOL,0.4150,12/12/2016
SC,20012002,56,0001,003,BUFFALO ELEMENTARY SCHOOL,0.6298,11/09/2012
SC,20022003,56,0001,003,BUFFALO ELEMENTARY SCHOOL,0.7043,11/09/2012
SC,20032004,56,0001,003,BUFFALO ELEMENTARY SCHOOL,0.5433,11/09/2012
SC,20042005,56,0001,003,BUFFALO ELEMENTARY SCHOOL,0.6211,11/09/2012
SC,20052006,56,0001,003,BUFFALO ELEMENTARY SCHOOL,0.5449,11/09/2012
